1011.000000,2.428571,0.571429,2.065262,0.571429,7.000000
1108.000000,16.285714,12.285714,5.724990,6.714286,7.000000
1138.000000,14.714286,12.714286,6.518420,5.714286,7.000000
1303.000000,2.285714,0.000000,2.285714,0.000000,7.000000
1339.000000,16.142857,13.571429,8.585702,6.857143,7.000000
1410.000000,35.714286,31.000000,7.592961,11.000000,7.000000
159.000000,8.571429,7.285714,4.613644,2.857143,7.000000
1619.000000,18.142857,15.714286,8.024198,8.857143,7.000000
1799.000000,3.714286,2.428571,1.900591,2.285714,7.000000
1822.000000,24.428571,20.285714,5.971018,8.714286,7.000000
1868.000000,15.142857,12.857143,8.136589,5.142857,7.000000
1977.000000,13.428571,9.857143,5.929862,3.857143,7.000000
2036.000000,9.285714,7.285714,5.256677,3.000000,7.000000
2083.000000,20.571429,17.285714,8.888194,7.428571,7.000000
2240.000000,24.166667,19.833333,9.482440,8.666667,6.000000
2259.000000,4.714286,3.714286,2.461955,1.857143,7.000000
2261.000000,10.428571,8.428571,15.305061,2.285714,7.000000
2945.000000,19.571429,17.285714,9.546877,6.285714,7.000000
2996.000000,23.000000,19.428571,5.618846,8.000000,7.000000
3006.000000,25.571429,22.428571,10.048860,8.285714,7.000000
3200.000000,9.714286,8.571429,5.166612,4.285714,7.000000
3374.000000,11.000000,7.428571,7.606388,3.142857,7.000000
3648.000000,19.142857,15.857143,6.076049,7.428571,7.000000
3729.000000,24.714286,21.285714,9.604421,8.714286,7.000000
3807.000000,6.142857,4.857143,4.249850,1.571429,7.000000
4009.000000,23.714286,19.714286,8.843307,7.285714,7.000000
4010.000000,15.857143,12.714286,7.076838,5.285714,7.000000
4068.000000,8.714286,4.142857,6.898684,2.285714,7.000000
4293.000000,21.571429,19.000000,7.174217,7.714286,7.000000
4388.000000,33.000000,29.714286,6.035609,11.285714,7.000000
4418.000000,17.214286,15.785714,4.463571,7.928571,14.000000
4499.000000,25.285714,21.142857,12.677314,8.285714,7.000000
4550.000000,24.000000,22.000000,8.585702,9.285714,7.000000
4593.000000,16.857143,13.000000,6.909030,4.857143,7.000000
4944.000000,12.285714,9.142857,7.819390,5.000000,7.000000
5232.000000,16.571429,11.857143,6.870523,4.857143,7.000000
5493.000000,14.285714,12.857143,2.482592,5.142857,7.000000
568.000000,1.571429,1.142857,2.142857,0.857143,7.000000
5690.000000,17.285714,13.571429,5.402192,7.000000,7.000000
662.000000,12.714286,10.000000,5.626105,3.285714,7.000000
7243.000000,3.857143,2.000000,2.979522,0.571429,7.000000
7479.000000,19.000000,0.000000,0.000000,0.000000,0.000000
7485.000000,10.285714,8.714286,3.478799,3.142857,7.000000
7737.000000,6.000000,0.000000,0.000000,0.000000,0.000000
8334.000000,5.857143,4.428571,2.951997,3.928571,14.000000
9068.000000,5.714286,3.857143,2.591194,3.000000,7.000000
9112.000000,1.714286,0.000000,1.714286,0.000000,7.000000
9552.000000,5.142857,4.000000,3.528311,1.571429,7.000000
9586.000000,5.000000,4.571429,5.940178,2.285714,7.000000
